text,pramana_label,strength_label
wearing uniforms decreases discrimination against children who do not have enough money to buy a lot of clothing,Anumana,moderate
school uniforms interfere with the individuality of students and force them to conform.,Anumana,moderate
School uniforms teach children that professional spaces require specific professional dress.,Anumana,moderate
"school uniforms enforce conformity, which harms the creative instincts of young people",Anumana,moderate
"we should not abandon school uniform because, otherwise will be discrimination between poor and rich kids.",Anumana,moderate
school uniforms are expensive and puts an undue burden on the parents of the students.,Anumana,moderate
"school uniforms help stop bullying because when people are similarly dressed, nobody is made to feel inferior.",Anumana,moderate
we should abandon school uniform because everyone has the right to be an individual and express themselves.,Anumana,moderate
We should not abandon the use of school uniform as it helps students feel affinity to their school and eachother.,Anumana,moderate
freedom of expression extends to the right to choose one's own clothing and a school uniform prevents this choice.,Anumana,moderate
School uniforms do not limit self-expression. Students still have weekends and holidays to pick their own outfits.,Anumana,moderate
Mandatory school uniforms create an authoritarian atmosphere in the school which is bad for students development.,Anumana,moderate
they prevent dress code violations and limit pupils indesicivnes in choosing what to wear.,Anumana,moderate
School uniforms compromise free public school education by creating an additional cost.,Anumana,moderate
Women are just as capable as men in modern warfare so we would lose half of our available fighters by not allowing them.,Upamana,moderate
women are physically weaker than men so it does not make sense to allow women in combat.,Anumana,moderate
women have the knowledge and abilities to be able to contribute in any combat situation.,Anumana,moderate
women should be prohibited in combat because i think they are better suited at home and in the community.,Anumana,moderate
Woman in combat can equally do just as much as their male counterparts in combat duty.,Upamana,moderate
men are physically superior to women. we should only have the strongest people in combat,Anumana,moderate
"who but a misogynist would doubt their capacity for courage, aggressiveness or grace under fire at this point",Anumana,moderate
women don't belong on the battlefield because there are so many things that can go wrong if they get too emotional,Anumana,strong
There are cases where women have excelled in combat especially as fighter pilots and strategic leadership.,Anumana,moderate
"given the characteristic of sensitivity generally present in the female gender, this could put at risk combat operations",Anumana,moderate
women are just as capable of combat as men are and not allowing them in a combat situation is sex discrimination.,Upamana,moderate
"Women are by nature nurturers and protectors of life, as such they have no place in combat.",Anumana,moderate
women should have equal right to men and there for should be allowed to go into combat,Anumana,moderate
women are weaker than men and thus would be more of a burden than a help in the battlefield.,Anumana,moderate
prohibiting women in combat is sexist. women are just as capable of men in combat with proper training.,Upamana,moderate
It's unfair to the clients of any organization to deal with the beneficiaries of affirmative action.,Anumana,moderate
there is so much prejudice in the world that we need to continue affirmative action to bring balance.,Anumana,moderate
it is time to judge each person on their skills and talents. all should compete on a level field,Anumana,moderate
affirmative action makes up for years of discrimination in the past; therefore it should be continued.,Anumana,moderate
"We should end affirmative action because it does not solve systemic biases, it is a bandaid solution.",Anumana,moderate
affirmative action allows people to pursue a career that they may never have considered without help from the program.,Anumana,moderate
we should end affirmative action as there should not be a need for that if we are all equal.,Anumana,moderate
"affirmative action is necessary to rectify the damage done by past injustices, such as slavery.",Anumana,moderate
"affirmative action can lead to people who are less qualified getting positions they would otherwise not be able to achieve,",Anumana,strong
affirmative action should not be ended because discrimination against people from mnority backgrounds still exists,Anumana,moderate
"too many people depend on the ""poor me"" card to get ahead. if you want something, work hard for it.",Anumana,moderate
affirmative action is needed to right the wrongs of our past treatment of certain minorities.,Anumana,moderate
we should end affirmative action because society has came a long way. hard work deserves to be rewarded.,Anumana,moderate
affirmative action has allowed many people jobs they might not have been able to get otherwise. this is not a bad thing.,Anumana,moderate
it is reverse discrimination and only benefits certain minorities. asians do not benefit from it.,Anumana,moderate
Detaining terrorists at Guantanamo Bay ensures they cannot plan future attacks on America.,Anumana,moderate
"prisoners are being tortured and held without being given a fair trial, which is inhumane.",Anumana,moderate
guantanamo bay provides intelligence information that may crack terrorist cells and prevent future attacks.,Anumana,moderate
guantanamo bay is simply a place for the united states to torture prisoners without having to answer to the law.,Anumana,moderate
We need Guantanamo Bay to stay open in order to detain and interrogate enemy combatants in support of our war efforts.,Anumana,moderate
guantanamo bay detection camp has violated human rights agreements and should therefore be closed at once.,Anumana,moderate
Keeping Guantanamo Bay open shows terrorist groups that we will not back down in the face of terror.,Anumana,moderate
"the horrific conditions and treatment are inhumane, and despite what someone has done they deserve a basic quality of life.",Anumana,moderate
it houses some of the most dangerous people and those people should be as far from society as possible.,Anumana,moderate
too many people have been imprisoned on guantanamo bay unfairly as they were subsequently released without charge.,Anumana,moderate
"guantanamo bay is a secure location to imprison potential terrorists, who are a threat to us national security.",Anumana,moderate
guantanamo bay is outdated and shouldn't continue to isolate people in the way they do.,Anumana,moderate
guantanamo bay houses some of the worlds most dangerous terrorists and in order to keep people safe it must stay open.,Anumana,moderate
guantanamo bay is a stain on the reputation of the usa that has acted to further the cause of terrorists around the world,Anumana,strong
guantanamo bay is somewhere safe to house suspected terrorists therefore it is necessary.,Anumana,moderate
"urbanization leads to a loss of small town identities, unsightly urban skyscrapers, and a mass increase of pollution.",Anumana,moderate
"urbanization allows for more employment opportunities, greater housing options as well as access to employment.",Anumana,moderate
quick urbanization usually happens in unscrupulous ways with worker abuse and immense pollution.,Anumana,moderate
urbanization is something that should happen because it leads to better sanitary services.,Anumana,strong
we should fight urbanization because more populous areas also see an increase in crime.,Anumana,moderate
we should not fight urbanization as growth only provides more opportunities for a community.,Anumana,moderate
urbanization is not good for peoples mental health and makes them feel isolated due to overcrowding,Anumana,moderate
urbanization has everything nearby some those that can't travel far will have everything they need close to them,Anumana,moderate
urbanization leads to deforestation and increased levels of pollution as well as concentration of waste and garbage.,Anumana,moderate
"urbanization gives people more access to public transportation, employment opportunities, and health care services.",Anumana,moderate
"urbanization should be banned to save on forest destruction, animal extinction, and overall save the environment.",Anumana,moderate
urbanization creates population centers where major companies would establish themselves which makes it easier to get jobs,Anumana,moderate
We should fight urbanization as it is leeching talent and investment from the countryside and creating inequality.,Anumana,moderate
urbanization allows populations easier access to food and services that improve quality of life.,Anumana,moderate
we should fight urbanization because it causes more air pollution than there already is,Anumana,strong
capital punishment provides a punishment that is equal to the crime committed. if you kill you should expect to be killed.,Anumana,moderate
"if someone was found not guilty, they wouldn't be able to bring him back to life after being killed under false accusations",Anumana,moderate
capital punishment sends a message to other criminals that if you commit an awful crime you will be severely punished,Anumana,moderate
There is ample evidence showing that capital punishment does not constitute effective deterrence.,Pratyaksha,strong
Capital punishment allows for more judicial discretion by providing more possible punishments to choose from.,Anumana,moderate
nobody has the right to take another person's life no matter how evil that person may be.,Anumana,moderate
Capital punishment keeps prisons safer by keeping the prison population from being exposed to particularly awful criminals.,Anumana,moderate
Many executions are botched and thus produce excessive and unjustified pain and torture,Anumana,moderate
why should evil people be taken care of their whole lives while in prison. killing them saves money.,Anumana,moderate
"Capital punishment can be replaced by more ethical but equally punishing alternatives, like life without parole.",Anumana,moderate
"When the death penalty is performed, there is no chance for the individual to escape and commit another crime",Anumana,moderate
many innocents have been killed as a result of capital punishment. even one innocent killed is one too many.,Anumana,moderate
Capital punishment is more humane than other extreme punishment like permanent solitary confinement or guard abuse.,Anumana,moderate
"capital punishment has already led to innocent people being put to death, we should not allow this to happen.",Anumana,moderate
taxes shouldn't have to pay for criminals to live comfortably after they've committed horrific crimes.,Anumana,moderate
"if it were not mandatory to vaccinate our children, we would cease to exist rapidly ...",Anumana,moderate
Child vaccination shouldn't be mandatory because the virus isn't effective in children,Anumana,moderate
vaccination in the child population due to the lethality of the new strains is essential,Anumana,moderate
the government should not regulate what parents do that is already a personal decision of each family,Shabda,moderate
our future is children and we must protect them from any disease that may cause their mortality,Anumana,moderate
"Vaccination is an option, not everyone thinks they really are important and free will must be respected",Anumana,moderate
Child vaccinations should be mandatory to prevent children becoming seriously ill from diseases and spreading infections,Anumana,moderate
It cannot be mandatory since the first responsible for deciding what is best for their children are the parents,Anumana,moderate
Vaccinations are necessary to protect the health of the public as a whole and should be required by law.,Anumana,moderate
A vaccine that has not been sufficiently tested and without knowledge of side effects is not recommended for children,Anumana,moderate
"Child vaccination should be mandatory, to prevent fatal disease in children, I think it is a very good decision",Anumana,moderate
"As long as vaccines are not free of side effects, it cannot make them mandatory for our children.",Anumana,moderate
Child vaccination should be mandatory because it protects this vulnerable population from catastrophic diseases,Anumana,moderate
child vaccinations is not mandatory because it may cost the country unnecessary funds.,Anumana,moderate
"Prevents from childhood the diseases that can be avoided, with the placement of vaccines",Anumana,moderate
we should not legalize cannabis since it is a mood-altering drug that may lead younger people into trying more drugs.,Anumana,strong
"For the most part, cannabis is already legal in many states and countries. So it should be a universal legal law.",Anumana,moderate
legalization of marijuana will create a huge industry that utilizes people for profit and targets children,Anumana,moderate
cannabis is no worse than alcohol and should be legal to every adult american citizen.,Anumana,moderate
"cannabis is know to lead to progressive drug use, leading to addictions to other substances.",Anumana,moderate
"cannabis has been proven to alleviate pain, hep with insomnia and decrease stress in a natural method.",Pratyaksha,strong
legalizing cannabis would lead to more car accidents with people driving under the influence,Anumana,moderate
a study has confirmed that marijuana legalization results in reduced marijuana use amongst teenagers,Anumana,moderate
availability of legalized marijuana would have a trickle-down impact and the drug would find its way to underage persons,Anumana,moderate
it has many good uses & could be a good tax revenue generator for the states & federal government,Shabda,moderate
allowing people to use a gateway drug like cannabis is steering them towards a life of addiction.,Anumana,moderate
Legalizing cannabis will make it more easily accessible to those who need it for medical reasons.,Anumana,moderate
We should not legalize cannabis as it has been proven to have long term mental health and concentration issues.,Pratyaksha,strong
"cannabis is no worse than alcohol, which has been legal for years, it's a waste of money to enforce a pointless law.",Anumana,moderate
"Marijuana is part of drug culture so using it leads to other, much more dangerous drug use.",Anumana,moderate
we should ban human cloning because such an act creates a lot of moral and ethical issues.,Anumana,moderate
we should not ban human cloning because the potential scientists can find a cure for a disease,Shabda,strong
"I think human clones could be used for nefarious purposes in the wrong hands,like framing others for crimes.",Anumana,weak
human cloning would allow infertile couples to have children developed from their own cells,Anumana,moderate
human cloning is a minefield for ethics and will result in a sort of eugenics program with 'designer babies',Anumana,moderate
human cloning can aid in research for medical issues as well as preserving the continuation of humankind.,Anumana,moderate
cloning humans could devalue human life as a perfected clone could be preferable to a naturally made human.,Anumana,moderate
human cloning gives the chance for individuals to have a child that might not otherwise be able to,Anumana,moderate
WE SHOuld ban human cloning because it causes huge issues in terms of rights and ownership,Anumana,strong
we should not ban human cloning as we need to continue to work to the betterment of the health and welfare of the people.,Anumana,moderate
"human cloning is still somewhat new, making it dangerous for humans and should be banned",Anumana,moderate
"human cloning will lead to scientific advancements that will save lives and as such, should not be banned",Anumana,moderate
Cloning could lead to designer humans and we will lose the diversity of the human race,Anumana,moderate
there is a lot we can learn medically from human cloning and we should do it responsibly,Anumana,moderate
we should ban human cloning because we don't know the effects or consequences of it yet.,Anumana,moderate
economic sanctions are often the only way to force countries to comply with international law.,Anumana,moderate
economic sanctions raise the prices of goods for many consumers and many can't afford the higher priced goods.,Anumana,moderate
economic sanction can provide the tangible and psychological equity that are preconditions for restorative justice,Anumana,moderate
economic sanctions only hurt the general population of a country and not the people who are running it,Anumana,moderate
economic sanctions are an effective way to signify that human rights abuses will not be tolerated.,Anumana,moderate
economic sanctions always punish the innocent people of the country not the oppressive regimes.,Anumana,moderate
we should not end the use of economic sanctions because it gives us an edge over an enemy.,Anumana,moderate
economic sanctions hurt a country's ability to grow economically and thereby become democracies.,Anumana,moderate
economic sanctions are a good way for a government to show disapproval without resorting to violence.,Shabda,moderate
economic sanctions are immoral and hurt the people they are supposed to be protecting.,Anumana,moderate
the use of economic sanctions helps the national economy by keeping things state side.,Anumana,moderate
economic sanctions only hurt the people of the country and never the regime that is being sanctioned.,Anumana,moderate
economic sanctions are designed to curb human rights violators and their collaborators,Anumana,moderate
we should end the use of economic sanctions because they cause stress and hardship on nations,Anumana,strong
economic sanctions must be retained as it is the only way in which dishonest countries can be made to mend their ways.,Anumana,moderate
the use of child actors is dangerous for society as it supports the hyper-sexualization of all children in society.,Anumana,moderate
Banning child actors would be denying many very talented young individuals from becoming something great from an early age.,Anumana,moderate
"kids whose parents pushed them into acting never had a choice, and worse, they never had the chance to be a kid.",Anumana,moderate
use of child actors gives us a lot of great shows we wouldn't have if there were not child actors,Anumana,moderate
child actors become adults far too quickly and should not be allowed to act until they are adults,Anumana,moderate
child actors can make a good amount of money for their future doing something they enjoy,Anumana,moderate
"we should ban the use of child actors because it strips them of childhood, let them be children and play and mess around",Anumana,strong
"there are enough rules and policies in place to protect child actors, making it a safe profession",Anumana,moderate
there is a risk of children exploitation by forcing them to act things they wouldn't normally do in life,Anumana,moderate
as long as there is proper protection for child actors there is no reason that they should not be able to perform on screen,Anumana,moderate
"we do not allow child labour, child actors are working children, this should also be banned",Anumana,moderate
children should be free to do what they want with their consent and their parents consent,Anumana,moderate
child actors miss out on socialization with kids their own age and fall behind in school,Anumana,moderate
it's necessary to have children in tv shows and movies and therefore banning them from acting makes no sense.,Anumana,moderate
we should ban the use of child actors because they need to be kids not waste their lifes acting,Anumana,moderate
Libertarianism would lead to the destruction of the environment because there would be no regulation protecting it.,Anumana,strong
libertarianism is crucial to protect the individual rights and ideals of people of a state.,Anumana,moderate
Libertarianism would cause chaos in a large country as there would be no set rules and regulations.,Anumana,moderate
"libertarianism promotes political freedom of choice as its core value, and is the ultimate expression of democracy.",Anumana,moderate
we should not adopt libertarianism because the government would have too much control over people,Shabda,strong
"maximizing freedom is the most legitimate form of society, this is only truly achieved with libertarianism",Anumana,moderate
"states needs laws and governing bodies, otherwise there could be anarchy. we should therefore not adopt libertarianism.",Anumana,moderate
"Under libertarianism, governments cannot restrict or coerce individuals into doing something they don't wish to do.",Anumana,moderate
"Under libertarianism, there is no mechanism of social welfare to ensure that citizens are fed, clothed, and housed.",Anumana,moderate
people should be free to do as they choose without government intervention therefore we should adopt libertarianism.,Shabda,strong
Libertarianism provides little to no support for those at the bottom and would not attain equitable outcomes for society.,Anumana,moderate
"this could be highly beneficial in regards to foreign policy, as it would save money and lives.",Anumana,moderate
we should not adopt libertarianism because we need the government to help with things like roads and other infrastructure,Shabda,strong
we should adopt libertarianism because each individual person should be able to decide what politics he wants to follow.,Anumana,moderate
we shouldn't adopt libertarianism because it means every man for himself for better or worse,Anumana,moderate
"intellectual property rights leads to monopolies, which drives up the prices for consumers.",Anumana,moderate
"people should have a right of ownership to their creations, ideas, and concepts that they created themselves.",Anumana,moderate
we should abolish intellectual property rights because we never can truly know that someone came up with something.,Anumana,moderate
i think that we shouldn't abolish intellectual property rights because respect to the author,Anumana,moderate
Another person might be able to make a concept work far better than the original person who thought up the idea.,Anumana,moderate
we shouldn't abolish intellectual property rights because everyone has the right to be creative with their thoughts,Anumana,moderate
intellectual property rights should be abolished since it doesn't allow the sharing of ideas,Anumana,moderate
intellectual property rights are useful as it helps protect people who have innovative products.,Anumana,moderate
we should abolish intellectual property rights because it will make a fairer playing field,Anumana,moderate
If you think of something first you don't want another person stealing that idea and profiting out of it.,Anumana,moderate
"intellectual property rights are too vague,they include copyrighting words, gestures, etc and should be sbolish",Anumana,moderate
Intellectual property rights keep people from stealing others' ideas and selling them as their own.,Anumana,moderate
we should abolish intellectual property rights so that everyone can share property which increases harmony in society,Anumana,moderate
without intellection property rights there is no incentive to research and develop new products,Anumana,moderate
we need to do away with intellectual property rights so it doesn't slow down innovation,Anumana,moderate
"when people mess with mother nature by trying to select the sex of their child, only bad things can happen.",Anumana,moderate
the right to bodily autonomy permits mothers to have abortions for sex selective purposes,Anumana,moderate
"legalizing sex selection would be too costly, causing a surplus of one gender in just a couple decades time.",Anumana,moderate
this should be left up to the adults to decide since adults can make their own choices,Anumana,moderate
sex selection should not be legalized as it isnt ethical its going against the natural course of life,Anumana,moderate
"sex selection is a choice that should be between the parents, not something the government to be involved in.",Shabda,moderate
sex selection is against nature and messes up the biological makings of the child for future harm,Anumana,moderate
the selection of sex is a private and personal decision of the parents and must be respected,Anumana,moderate
We should not legalize sex selection because male and female foetuses deserve equal protection under the law.,Anumana,moderate
"sex selection can be useful for a family to balance out their's; say a family has three boys, and wants a girl.",Anumana,moderate
allowing sex selection may lead to a gender imbalance in the population causing problems for future generations.,Anumana,moderate
sex selection would stop people having an abortion when they don't have the gender of child they wanted.,Anumana,moderate
we should not legalize sex selection and leave mother nature to doing her job and not try to become god.,Anumana,moderate
people should be able to select the sex of the children so that they can balance their family the way they wish it to be.,Anumana,moderate
sex selection interferes with the natural balance of nature and justifies sexist choices. it should not be allowed.,Anumana,moderate
"flag burning is the biggest way to disrespect your country, it should not be tolerated.",Anumana,moderate
"living in democracy, every persona has a choice to to whatever they wants in their privacy and flag burning is one of it.",Anumana,moderate
Flag burning is disrespectful to the country and to those who fought for the freedom the flag represents.,Anumana,moderate
a flag is only a symbol and permitting burning it as an expression of anger is free speech,Anumana,moderate
flag burning is basically incitement and should be treated as a criminal offence because it placed societies in danger.,Anumana,moderate
flag burning is a legitimate way of showing outrage at a countries actions and iss therefore a form of free speach,Anumana,strong
we should prohibit flag burning because is esentail and fundamental in countris in war,Anumana,moderate
Flag burning is a constitutional right and cannot be banned without changing the constitution.,Shabda,moderate
"flag burning is disrespectable to america as it represents everything we, as americans hold dear and true.",Anumana,moderate
it is a manner of free speech currently protected under the first amendment. banning it would be unconstitutional.,Anumana,moderate
flag burning is a treasonous and traitorous act which should attract severe punishment.,Anumana,moderate
"burning a flag is a form of free speech, therefore it forms a constitutional right and should not be banned.",Shabda,strong
flag burning is unpatriotic and promotes discrimination against people from the country who's flag is being burned.,Anumana,moderate
"flag burning qualifies as the right to protest, which is a right upheld by the constitution.",Shabda,moderate
"clearly it must be forbidden, the lack of respect for national symbols should not be tolerated",Anumana,moderate
we should not end mandatory retirement because people need to stop working and enjoy life before they die.,Anumana,moderate
people are living longer and we do not have the right to stop them from working if that is what they want to do.,Anumana,moderate
mandatory retirement helps younger generations by opening up more positions in the workforce,Anumana,moderate
mandatory retirement is not fair for those who are actually more than capable to carry on with their jobs,Anumana,moderate
it is beneficial for companies to bring in fresh faces and ideas so that the company does not get stagnat,Anumana,moderate
Forcing members of a profession to retire at a certain age creates an experience drain.,Anumana,moderate
a mandatory retirement age allows employers to be able to bring fresh talent into their workforce,Anumana,moderate
we should not force people out of the workplace if they can continue to offer skills to companies.,Anumana,moderate
mandatory retirement leaves openings in the job force for those that are stronger and more capable of doing the jobs.,Anumana,strong
it forces more qualified people out of jobs & replaces them with less qualified people,Anumana,moderate
mandatory retirement opens up jobs for those unemployeed or are starting out in the workplace.,Anumana,moderate
Mandatory retirement forces people who are still excellent at their jobs to quit working long before they are ready.,Anumana,moderate
if we end mandatory retirement many older workers that want to retire after many years of service may be denied that right,Anumana,moderate
some older workers love their job and would be devastated to be forced to stop working,Anumana,moderate
"after a certain age, people physical reflexes and mental acuity are more likely to decline",Anumana,moderate
the rise in the number of gun deaths makes it clear that we need to abolish the right to bear arms.,Anumana,strong
firearms can serve a purpose in rural communities which suffer from pests such as wild bore.,Anumana,moderate
we have the most guns per capita in the developed world and the highest level of gun violence,Anumana,moderate
if arms are used for personal protection only they can save somebody's life in case of personal attack,Anumana,moderate
we should abolish the right to keep and bear arms as this right has gotten out of hand with too many mass shootings.,Anumana,moderate
we should not abolish the right because it would leave us vulnerable to personal attacks,Anumana,moderate
we should abolish the right to keep and bear arms as it could endanger innocent people and maybe end up in the wrong hands,Anumana,weak
it is a constitutional right to bear arms and everyone should be able to defend themselves if the need occurs.,Shabda,moderate
The right to bear and keep arms brings about violence in everyday life and should be abolished,Anumana,moderate
the right to keep and bear arms is what has kept us free for all these years. we cannot allow it to be abolished now.,Anumana,moderate
we should abolish the right to keep and bear arms because it creates a dangerous environment for children,Anumana,moderate
it is a constitutional right to keep and bear arms for self protection and to participate in firearm sports,Shabda,moderate
gun violence is constantly on the rise with many innocent people loosing their lives every day.,Anumana,moderate
people have a right to defend themselves by keeping arms and using them when necessary,Anumana,moderate
the right to bear arms is probably the leading cause of the increase in gun deaths in recent years.,Anumana,moderate
we should not ban private military companies because they can provide great protection in many areas of our country,Anumana,moderate
private military companies receive government funds without sufficient government oversight.,Shabda,moderate
private military allows for less red tape to get things done and should not be banned.,Anumana,moderate
private military companies are operated for profit rather than for the defence of nations.,Anumana,moderate
private military companies do not have to go through governmental red tape to spend money for training and equipment,Anumana,moderate
private military companies are around to make a profit and may do things that are dangerous in order to cut expenses,Anumana,moderate
private military companies are a business like any other and are subject to national and international regulations,Anumana,moderate
private military companies are a risk to the general public as they are not regulated and therefore should be banned,Anumana,strong
we need private military companies to keep the field competitive and inspire more creativity in the area.,Anumana,moderate
private military companies should be banned they often act as mercenaries and cant be regulated,Anumana,moderate
private military companies are needed to provide security when the military can not do the job,Anumana,moderate
private military companies are risky businesses that can backfire against government's military forces,Shabda,strong
private military companies help bring down the cost of military action by our government.,Shabda,moderate
private military companies have no oversight and thus can commit atrocities with no repercussions.,Anumana,moderate
wealthy people and companies may need additional military protection and should be able to use it.,Anumana,moderate
this type of surgery has risks associated with it just like other ones except this one is not needed,Upamana,moderate
we should not ban cosmetic surgery because some people need it done to improve their health and lifestyle,Anumana,moderate
cosmetic surgery can be addictive and some people trasnform themselves into plastic dolls.,Anumana,moderate
cosmetic surgery is needed for reconstructive surgery and is a necessary part of the process.,Anumana,moderate
it can do more harm than good. people's lives have been ruined by botched procedures that destroyed their looks.,Anumana,moderate
cosmetic surgery can help people that had facial injuries or birth defects to look more normal,Anumana,moderate
cosmetic surgery is only for the wealthy and results in poor people feeling worse about themselves.,Anumana,moderate
people should be able to make the choice on their own without someone telling them that they can't.,Anumana,moderate
cosmetic surgery causes unnecessary risks to the patient for a purely narcissistic procedure.,Anumana,moderate
we should not ban because it helps people feel good about themselves and improve their confidence.,Anumana,moderate
cosmetic surgery should be banned because it is really not a necessary type of surgery.,Anumana,moderate
everyone has the right to alter their bodies or appearances in which ever way makes them feel comfortable and at ease.,Anumana,moderate
cosmetic surgery is addictive and leads to some people turning their otherwise healthy bodies into sickly silicone wrecks.,Anumana,moderate
"cosmetic surgery is a decision that a doctor and a patient makes, and we should not infringe on their choice.",Anumana,moderate
cosmetic surgery leads to some people becoming disfigured when they are operated on by unskilled surgeons.,Anumana,moderate
compulsory voting would only cause uneducated votes to be cast and not be a real benefit to the country.,Anumana,moderate
compulsory voting would make the opinions of everyone's opinions be taken into account.,Anumana,moderate
we should not force people to vote. they may not be informed and just randomly mark the ballot.,Anumana,moderate
"by requiring all citizens to vote, we would be able to elect politicians who more accurately represent the public's will.",Anumana,moderate
compulsory voting could lead to an uninformed public electing unqualified people to office,Anumana,moderate
compulsory voting would insure that every eligible voting citizen is able to aid in who they want for political offices.,Anumana,moderate
we should not introduce compulsory voting because it can be altered and tampered with.,Anumana,moderate
we should introduce compulsory voting as everyone should have a say in who is voted into offices.,Anumana,moderate
"compulsory voting is inconvenient, especially to those with mobility issues or just cannot take time off work to vote.",Anumana,moderate
voting is such an important part of being part of society and its decision making process that it should be compulsory.,Anumana,moderate
compulsory voting will cause more people feel like the government has too much power and the country will feel less free,Upamana,strong
we should do because then it will be more fair when the results come in because everyone has had their say.,Anumana,strong
compulsory voting does not promote democratic engagement instead in turns voting in to a tick box excercise,Anumana,moderate
"compulsory voting will cause more people to take an interest in politics which, in turn, will benefit everyone",Anumana,moderate
"you can't force someone to vote,what if they don't like either party, not voting is them expressing this.",Anumana,moderate
we should subsidize journalism to ensure media has the proper means to get the correct answers to the public.,Shabda,strong
"there is simply no need, there is enough money in journalism and plenty of valuable, objective sources available",Shabda,moderate
investigative journalism is a cornerstone of democracy because it holds politicians accountable.,Shabda,strong
no profession should be unfairly treated better than another & given preferential subsidies,Anumana,moderate
"journalism is necessary to a free, democratic society and so we must support it by subsidizing the news.",Shabda,moderate
there are more important issues like health and safety to to spend our money on than journalism,Shabda,moderate
"high-quality journalism requires time, expertise, and research. all of this requires money.",Shabda,moderate
"journalism is a dying profession that is increasingly corrupt, so why use tax money towards it?",Shabda,moderate
journalism provides information and news so that we can know what is going on outside of our immediate area,Shabda,moderate
journalism can make enough income to support itself as is seen by the countless successful media outlets,Shabda,moderate
journalism is important to ensure that the population is informed about important issues.,Shabda,strong
Even the appearance of control through subsidies destroys the credibility of newspapers.,Anumana,moderate
better journalism is needed to keep our governments in check and the general population in the know,Shabda,moderate
journalism should not be subsidized because subsidies could too easily be allotted according to political beliefs.,Shabda,strong
Journalism is critical to creating an informed populace. Subsidization will allow it to provide even more information.,Shabda,moderate
countries that abolish nuclear weapons will leave themselves defenseless to the countries that refuse to.,Anumana,moderate
"nuclear weapons are dangerous in the hands of dictators, who could use them to cause mass destruction.",Anumana,moderate
nuclear weapons are important in the fight against those who want to hurt their enemies,Anumana,moderate
we should fight for the abolition of nuclear weapons because is fundamental for world peace,Anumana,moderate
having nuclear weapons provides a good defense and a strong offense against threatening countries.,Anumana,moderate
we should fight for the abolition of nuclear weapons for the peace and envelope of people,Anumana,moderate
"the united states, at least, needs nuclear weapons for protection in order to deter other countries from attacking.",Anumana,moderate
nuclear weapons are dangerous when possessed by a country that places no value on human life,Anumana,moderate
"the u. s needs nuclear weapons, just having them prevents other countries from attacking us.",Anumana,moderate
"nuclear weapons are an exhorbitantly costly defence strategy that will never be used, just a deterrant at a huge price.",Anumana,moderate
"nuclear weapons development leads to other non-combative discoveries, such as nuclear energy.",Anumana,moderate
we need to stop creating and hoarding weapons that can potentially destroy the entire planet,Anumana,moderate
nuclear weapons aid in deterring other countries from attacks and also symbolizes a countries world power.,Anumana,moderate
nuclear weapons are too dangerous to keep. we must get rid of all of them or face a nuclear winter.,Anumana,moderate
