source,topic,stance,text,candidate_pramana,candidate_reason,final_pramana,strength_label,reviewed
IBM_ArgKP,Homeschooling should be banned,oppose,"homeschooling is a good option for children who are bullied, giving them a safe place to learn",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,Homeschooling should be banned,support,homeschooling can lead to children not forming the social bonds with their peers which they should.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,Homeschooling should be banned,oppose,we should continue to support homeschooling as it gives children another form of education when other forms do not work.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,Homeschooling should be banned,support,homeschooling should be banned because it doesn't provide the best learning environment for children,Anumana,Matched Anumana cues: because,Anumana,moderate,yes
IBM_ArgKP,Homeschooling should be banned,oppose,homeschooling lets kids learn on their own level and helps kids improve their learning skills,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should abandon the use of school uniform,support,"Minors have very few rights as it is, why take away their freedom of expression when there are no harms in allowing it?",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should abandon the use of school uniform,oppose,wearing uniforms decreases discrimination against children who do not have enough money to buy a lot of clothing,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should abandon the use of school uniform,support,school uniforms interfere with the individuality of students and force them to conform.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should abandon the use of school uniform,oppose,School uniforms teach children that professional spaces require specific professional dress.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should abandon the use of school uniform,support,"school uniforms enforce conformity, which harms the creative instincts of young people",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should abandon the use of school uniform,oppose,"we should not abandon school uniform because, otherwise will be discrimination between poor and rich kids.",Anumana,Matched Anumana cues: because,Anumana,moderate,yes
IBM_ArgKP,We should abandon the use of school uniform,support,school uniforms are expensive and puts an undue burden on the parents of the students.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should abandon the use of school uniform,oppose,"school uniforms help stop bullying because when people are similarly dressed, nobody is made to feel inferior.",Anumana,Matched Anumana cues: because,Anumana,moderate,yes
IBM_ArgKP,We should abandon the use of school uniform,support,we should abandon school uniform because everyone has the right to be an individual and express themselves.,Anumana,Matched Anumana cues: because,Anumana,moderate,yes
IBM_ArgKP,We should abandon the use of school uniform,oppose,We should not abandon the use of school uniform as it helps students feel affinity to their school and eachother.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should abandon the use of school uniform,support,freedom of expression extends to the right to choose one's own clothing and a school uniform prevents this choice.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should abandon the use of school uniform,oppose,School uniforms do not limit self-expression. Students still have weekends and holidays to pick their own outfits.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should abandon the use of school uniform,support,Mandatory school uniforms create an authoritarian atmosphere in the school which is bad for students development.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should abandon the use of school uniform,oppose,they prevent dress code violations and limit pupils indesicivnes in choosing what to wear.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should abandon the use of school uniform,support,School uniforms compromise free public school education by creating an additional cost.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should prohibit women in combat,oppose,Women are just as capable as men in modern warfare so we would lose half of our available fighters by not allowing them.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Upamana,moderate,yes
IBM_ArgKP,We should prohibit women in combat,support,women are physically weaker than men so it does not make sense to allow women in combat.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should prohibit women in combat,oppose,women have the knowledge and abilities to be able to contribute in any combat situation.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should prohibit women in combat,support,women should be prohibited in combat because i think they are better suited at home and in the community.,Anumana,Matched Anumana cues: because,Anumana,moderate,yes
IBM_ArgKP,We should prohibit women in combat,oppose,Woman in combat can equally do just as much as their male counterparts in combat duty.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Upamana,moderate,yes
IBM_ArgKP,We should prohibit women in combat,support,men are physically superior to women. we should only have the strongest people in combat,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should prohibit women in combat,oppose,"who but a misogynist would doubt their capacity for courage, aggressiveness or grace under fire at this point",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should prohibit women in combat,support,women don't belong on the battlefield because there are so many things that can go wrong if they get too emotional,Anumana,Matched Anumana cues: because,Anumana,strong,yes
IBM_ArgKP,We should prohibit women in combat,oppose,There are cases where women have excelled in combat especially as fighter pilots and strategic leadership.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should prohibit women in combat,support,"given the characteristic of sensitivity generally present in the female gender, this could put at risk combat operations",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should prohibit women in combat,oppose,women are just as capable of combat as men are and not allowing them in a combat situation is sex discrimination.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Upamana,moderate,yes
IBM_ArgKP,We should prohibit women in combat,support,"Women are by nature nurturers and protectors of life, as such they have no place in combat.",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should prohibit women in combat,oppose,women should have equal right to men and there for should be allowed to go into combat,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should prohibit women in combat,support,women are weaker than men and thus would be more of a burden than a help in the battlefield.,Anumana,Matched Anumana cues: thus,Anumana,moderate,yes
IBM_ArgKP,We should prohibit women in combat,oppose,prohibiting women in combat is sexist. women are just as capable of men in combat with proper training.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Upamana,moderate,yes
IBM_ArgKP,We should end affirmative action,support,It's unfair to the clients of any organization to deal with the beneficiaries of affirmative action.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should end affirmative action,oppose,there is so much prejudice in the world that we need to continue affirmative action to bring balance.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should end affirmative action,support,it is time to judge each person on their skills and talents. all should compete on a level field,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should end affirmative action,oppose,affirmative action makes up for years of discrimination in the past; therefore it should be continued.,Anumana,Matched Anumana cues: therefore,Anumana,moderate,yes
IBM_ArgKP,We should end affirmative action,support,"We should end affirmative action because it does not solve systemic biases, it is a bandaid solution.",Anumana,Matched Anumana cues: because,Anumana,moderate,yes
IBM_ArgKP,We should end affirmative action,oppose,affirmative action allows people to pursue a career that they may never have considered without help from the program.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should end affirmative action,support,we should end affirmative action as there should not be a need for that if we are all equal.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should end affirmative action,oppose,"affirmative action is necessary to rectify the damage done by past injustices, such as slavery.",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should end affirmative action,support,"affirmative action can lead to people who are less qualified getting positions they would otherwise not be able to achieve,",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,strong,yes
IBM_ArgKP,We should end affirmative action,oppose,affirmative action should not be ended because discrimination against people from mnority backgrounds still exists,Anumana,Matched Anumana cues: because,Anumana,moderate,yes
IBM_ArgKP,We should end affirmative action,support,"too many people depend on the ""poor me"" card to get ahead. if you want something, work hard for it.",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should end affirmative action,oppose,affirmative action is needed to right the wrongs of our past treatment of certain minorities.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should end affirmative action,support,we should end affirmative action because society has came a long way. hard work deserves to be rewarded.,Anumana,Matched Anumana cues: because,Anumana,moderate,yes
IBM_ArgKP,We should end affirmative action,oppose,affirmative action has allowed many people jobs they might not have been able to get otherwise. this is not a bad thing.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should end affirmative action,support,it is reverse discrimination and only benefits certain minorities. asians do not benefit from it.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should close Guantanamo Bay detention camp,oppose,Detaining terrorists at Guantanamo Bay ensures they cannot plan future attacks on America.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should close Guantanamo Bay detention camp,support,"prisoners are being tortured and held without being given a fair trial, which is inhumane.",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should close Guantanamo Bay detention camp,oppose,guantanamo bay provides intelligence information that may crack terrorist cells and prevent future attacks.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should close Guantanamo Bay detention camp,support,guantanamo bay is simply a place for the united states to torture prisoners without having to answer to the law.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should close Guantanamo Bay detention camp,oppose,We need Guantanamo Bay to stay open in order to detain and interrogate enemy combatants in support of our war efforts.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should close Guantanamo Bay detention camp,support,guantanamo bay detection camp has violated human rights agreements and should therefore be closed at once.,Anumana,Matched Anumana cues: therefore,Anumana,moderate,yes
IBM_ArgKP,We should close Guantanamo Bay detention camp,oppose,Keeping Guantanamo Bay open shows terrorist groups that we will not back down in the face of terror.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should close Guantanamo Bay detention camp,support,"the horrific conditions and treatment are inhumane, and despite what someone has done they deserve a basic quality of life.",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should close Guantanamo Bay detention camp,oppose,it houses some of the most dangerous people and those people should be as far from society as possible.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should close Guantanamo Bay detention camp,support,too many people have been imprisoned on guantanamo bay unfairly as they were subsequently released without charge.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should close Guantanamo Bay detention camp,oppose,"guantanamo bay is a secure location to imprison potential terrorists, who are a threat to us national security.",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should close Guantanamo Bay detention camp,support,guantanamo bay is outdated and shouldn't continue to isolate people in the way they do.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should close Guantanamo Bay detention camp,oppose,guantanamo bay houses some of the worlds most dangerous terrorists and in order to keep people safe it must stay open.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should close Guantanamo Bay detention camp,support,guantanamo bay is a stain on the reputation of the usa that has acted to further the cause of terrorists around the world,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,strong,yes
IBM_ArgKP,We should close Guantanamo Bay detention camp,oppose,guantanamo bay is somewhere safe to house suspected terrorists therefore it is necessary.,Anumana,Matched Anumana cues: therefore,Anumana,moderate,yes
IBM_ArgKP,We should fight urbanization,support,"urbanization leads to a loss of small town identities, unsightly urban skyscrapers, and a mass increase of pollution.",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should fight urbanization,oppose,"urbanization allows for more employment opportunities, greater housing options as well as access to employment.",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should fight urbanization,support,quick urbanization usually happens in unscrupulous ways with worker abuse and immense pollution.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should fight urbanization,oppose,urbanization is something that should happen because it leads to better sanitary services.,Anumana,Matched Anumana cues: because,Anumana,strong,yes
IBM_ArgKP,We should fight urbanization,support,we should fight urbanization because more populous areas also see an increase in crime.,Anumana,Matched Anumana cues: because,Anumana,moderate,yes
IBM_ArgKP,We should fight urbanization,oppose,we should not fight urbanization as growth only provides more opportunities for a community.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should fight urbanization,support,urbanization is not good for peoples mental health and makes them feel isolated due to overcrowding,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should fight urbanization,oppose,urbanization has everything nearby some those that can't travel far will have everything they need close to them,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should fight urbanization,support,urbanization leads to deforestation and increased levels of pollution as well as concentration of waste and garbage.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should fight urbanization,oppose,"urbanization gives people more access to public transportation, employment opportunities, and health care services.",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should fight urbanization,support,"urbanization should be banned to save on forest destruction, animal extinction, and overall save the environment.",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should fight urbanization,oppose,urbanization creates population centers where major companies would establish themselves which makes it easier to get jobs,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should fight urbanization,support,We should fight urbanization as it is leeching talent and investment from the countryside and creating inequality.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should fight urbanization,oppose,urbanization allows populations easier access to food and services that improve quality of life.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should fight urbanization,support,we should fight urbanization because it causes more air pollution than there already is,Anumana,"Matched Anumana cues: because, causes",Anumana,strong,yes
IBM_ArgKP,We should abolish capital punishment,oppose,capital punishment provides a punishment that is equal to the crime committed. if you kill you should expect to be killed.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should abolish capital punishment,support,"if someone was found not guilty, they wouldn't be able to bring him back to life after being killed under false accusations",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should abolish capital punishment,oppose,capital punishment sends a message to other criminals that if you commit an awful crime you will be severely punished,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should abolish capital punishment,support,There is ample evidence showing that capital punishment does not constitute effective deterrence.,Pratyaksha,Matched Pratyaksha cues: evidence,Pratyaksha,strong,yes
IBM_ArgKP,We should abolish capital punishment,oppose,Capital punishment allows for more judicial discretion by providing more possible punishments to choose from.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should abolish capital punishment,support,nobody has the right to take another person's life no matter how evil that person may be.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should abolish capital punishment,oppose,Capital punishment keeps prisons safer by keeping the prison population from being exposed to particularly awful criminals.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should abolish capital punishment,support,Many executions are botched and thus produce excessive and unjustified pain and torture,Anumana,Matched Anumana cues: thus,Anumana,moderate,yes
IBM_ArgKP,We should abolish capital punishment,oppose,why should evil people be taken care of their whole lives while in prison. killing them saves money.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should abolish capital punishment,support,"Capital punishment can be replaced by more ethical but equally punishing alternatives, like life without parole.",Upamana,Matched Upamana cues: like,Anumana,moderate,yes
IBM_ArgKP,We should abolish capital punishment,oppose,"When the death penalty is performed, there is no chance for the individual to escape and commit another crime",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should abolish capital punishment,support,many innocents have been killed as a result of capital punishment. even one innocent killed is one too many.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should abolish capital punishment,oppose,Capital punishment is more humane than other extreme punishment like permanent solitary confinement or guard abuse.,Upamana,Matched Upamana cues: like,Anumana,moderate,yes
IBM_ArgKP,We should abolish capital punishment,support,"capital punishment has already led to innocent people being put to death, we should not allow this to happen.",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should abolish capital punishment,oppose,taxes shouldn't have to pay for criminals to live comfortably after they've committed horrific crimes.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,Routine child vaccinations should be mandatory,support,"if it were not mandatory to vaccinate our children, we would cease to exist rapidly ...",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,Routine child vaccinations should be mandatory,oppose,Child vaccination shouldn't be mandatory because the virus isn't effective in children,Anumana,Matched Anumana cues: because,Anumana,moderate,yes
IBM_ArgKP,Routine child vaccinations should be mandatory,support,vaccination in the child population due to the lethality of the new strains is essential,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,Routine child vaccinations should be mandatory,oppose,the government should not regulate what parents do that is already a personal decision of each family,Shabda,Matched Shabda cues: government,Shabda,moderate,yes
IBM_ArgKP,Routine child vaccinations should be mandatory,support,our future is children and we must protect them from any disease that may cause their mortality,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,Routine child vaccinations should be mandatory,oppose,"Vaccination is an option, not everyone thinks they really are important and free will must be respected",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,Routine child vaccinations should be mandatory,support,Child vaccinations should be mandatory to prevent children becoming seriously ill from diseases and spreading infections,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,Routine child vaccinations should be mandatory,oppose,It cannot be mandatory since the first responsible for deciding what is best for their children are the parents,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,Routine child vaccinations should be mandatory,support,Vaccinations are necessary to protect the health of the public as a whole and should be required by law.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,Routine child vaccinations should be mandatory,oppose,A vaccine that has not been sufficiently tested and without knowledge of side effects is not recommended for children,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,Routine child vaccinations should be mandatory,support,"Child vaccination should be mandatory, to prevent fatal disease in children, I think it is a very good decision",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,Routine child vaccinations should be mandatory,oppose,"As long as vaccines are not free of side effects, it cannot make them mandatory for our children.",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,Routine child vaccinations should be mandatory,support,Child vaccination should be mandatory because it protects this vulnerable population from catastrophic diseases,Anumana,Matched Anumana cues: because,Anumana,moderate,yes
IBM_ArgKP,Routine child vaccinations should be mandatory,oppose,child vaccinations is not mandatory because it may cost the country unnecessary funds.,Anumana,Matched Anumana cues: because,Anumana,moderate,yes
IBM_ArgKP,Routine child vaccinations should be mandatory,support,"Prevents from childhood the diseases that can be avoided, with the placement of vaccines",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should legalize cannabis,oppose,we should not legalize cannabis since it is a mood-altering drug that may lead younger people into trying more drugs.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,strong,yes
IBM_ArgKP,We should legalize cannabis,support,"For the most part, cannabis is already legal in many states and countries. So it should be a universal legal law.",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should legalize cannabis,oppose,legalization of marijuana will create a huge industry that utilizes people for profit and targets children,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should legalize cannabis,support,cannabis is no worse than alcohol and should be legal to every adult american citizen.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should legalize cannabis,oppose,"cannabis is know to lead to progressive drug use, leading to addictions to other substances.",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should legalize cannabis,support,"cannabis has been proven to alleviate pain, hep with insomnia and decrease stress in a natural method.",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Pratyaksha,strong,yes
IBM_ArgKP,We should legalize cannabis,oppose,legalizing cannabis would lead to more car accidents with people driving under the influence,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should legalize cannabis,support,a study has confirmed that marijuana legalization results in reduced marijuana use amongst teenagers,Shabda,Matched Shabda cues: study,Anumana,moderate,yes
IBM_ArgKP,We should legalize cannabis,oppose,availability of legalized marijuana would have a trickle-down impact and the drug would find its way to underage persons,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should legalize cannabis,support,it has many good uses & could be a good tax revenue generator for the states & federal government,Shabda,Matched Shabda cues: government,Shabda,moderate,yes
IBM_ArgKP,We should legalize cannabis,oppose,allowing people to use a gateway drug like cannabis is steering them towards a life of addiction.,Upamana,Matched Upamana cues: like,Anumana,moderate,yes
