text,y_true,y_pred,correct,ml_label,rule_label,ml_correct,rule_correct,ml_confidence,adjusted_confidence,alpha,routing_reason,n_tokens,cluster
Test augmentation (social media discourse): synthetic vignette uid test-pad-24; intended label Anumana at weak strength for evaluation bookkeeping.,Anumana,Pratyaksha,False,Pratyaksha,,False,,42.079240827896854,28.415848165579373,0.2,Fixed alpha=0.20 (explicit configuration).,18,embedding_failure
Test augmentation (daily life): synthetic vignette uid test-pad-25; intended label Shabda at strong strength for evaluation bookkeeping.,Shabda,Pratyaksha,False,Pratyaksha,,False,,56.87822388733478,31.37564477746696,0.2,Fixed alpha=0.20 (explicit configuration).,17,embedding_failure
Test augmentation (science): synthetic vignette uid test-pad-26; intended label Anumana at strong strength for evaluation bookkeeping.,Anumana,Pratyaksha,False,Pratyaksha,,False,,54.66922417114638,30.93384483422928,0.2,Fixed alpha=0.20 (explicit configuration).,16,embedding_failure
Test augmentation (science): synthetic vignette uid test-pad-29; intended label Shabda at strong strength for evaluation bookkeeping.,Shabda,Pratyaksha,False,Pratyaksha,,False,,45.86381762425721,29.172763524851437,0.2,Fixed alpha=0.20 (explicit configuration).,16,embedding_failure
Test augmentation (science): synthetic vignette uid test-pad-31; intended label Anumana at strong strength for evaluation bookkeeping.,Anumana,Pratyaksha,False,Pratyaksha,,False,,54.42206927302726,30.88441385460545,0.2,Fixed alpha=0.20 (explicit configuration).,16,embedding_failure
Test augmentation (daily life): synthetic vignette uid test-pad-32; intended label Shabda at weak strength for evaluation bookkeeping.,Shabda,Pratyaksha,False,Pratyaksha,,False,,53.12467158669878,30.624934317339758,0.2,Fixed alpha=0.20 (explicit configuration).,17,embedding_failure
Test augmentation (education): synthetic vignette uid test-pad-34; intended label Shabda at weak strength for evaluation bookkeeping.,Shabda,Pratyaksha,False,Pratyaksha,,False,,41.45050146279844,28.29010029255969,0.2,Fixed alpha=0.20 (explicit configuration).,16,embedding_failure
Test augmentation (medicine): synthetic vignette uid test-pad-40; intended label Shabda at strong strength for evaluation bookkeeping.,Shabda,Pratyaksha,False,Pratyaksha,,False,,55.923948038309604,31.184789607661923,0.2,Fixed alpha=0.20 (explicit configuration).,16,embedding_failure
Test augmentation (news analysis): synthetic vignette uid test-pad-41; intended label Anumana at moderate strength for evaluation bookkeeping.,Anumana,Pratyaksha,False,Pratyaksha,,False,,56.98107254661829,31.396214509323663,0.2,Fixed alpha=0.20 (explicit configuration).,17,embedding_failure
Test augmentation (philosophy): synthetic vignette uid test-pad-42; intended label Shabda at strong strength for evaluation bookkeeping.,Shabda,Pratyaksha,False,Pratyaksha,,False,,50.771263045803586,30.154252609160714,0.2,Fixed alpha=0.20 (explicit configuration).,16,embedding_failure
Test augmentation (education): synthetic vignette uid test-pad-43; intended label Shabda at weak strength for evaluation bookkeeping.,Shabda,Pratyaksha,False,Pratyaksha,,False,,41.92651559355413,28.385303118710826,0.2,Fixed alpha=0.20 (explicit configuration).,16,embedding_failure
Test augmentation (medicine): synthetic vignette uid test-pad-45; intended label Shabda at moderate strength for evaluation bookkeeping.,Shabda,Pratyaksha,False,Pratyaksha,,False,,56.536567536197055,31.307313507239414,0.2,Fixed alpha=0.20 (explicit configuration).,16,embedding_failure
Test augmentation (daily life): synthetic vignette uid test-pad-50; intended label Anumana at moderate strength for evaluation bookkeeping.,Anumana,Pratyaksha,False,Pratyaksha,,False,,65.63775763765557,33.12755152753112,0.2,Fixed alpha=0.20 (explicit configuration).,17,embedding_failure
Test augmentation (philosophy): synthetic vignette uid test-pad-53; intended label Shabda at moderate strength for evaluation bookkeeping.,Shabda,Pratyaksha,False,Pratyaksha,,False,,51.92877737628203,30.38575547525641,0.2,Fixed alpha=0.20 (explicit configuration).,16,embedding_failure
Test augmentation (legal reasoning): synthetic vignette uid test-pad-54; intended label Anumana at strong strength for evaluation bookkeeping.,Anumana,Pratyaksha,False,Pratyaksha,,False,,52.29970860127434,30.459941720254868,0.2,Fixed alpha=0.20 (explicit configuration).,17,embedding_failure
Test augmentation (politics): synthetic vignette uid test-pad-59; intended label Anumana at moderate strength for evaluation bookkeeping.,Anumana,Pratyaksha,False,Pratyaksha,,False,,47.46882171073165,29.493764342146335,0.2,Fixed alpha=0.20 (explicit configuration).,16,embedding_failure
Test augmentation (technology): synthetic vignette uid test-pad-60; intended label Anumana at strong strength for evaluation bookkeeping.,Anumana,Pratyaksha,False,Pratyaksha,,False,,56.07733384717532,31.215466769435064,0.2,Fixed alpha=0.20 (explicit configuration).,16,embedding_failure
Test augmentation (education): synthetic vignette uid test-pad-62; intended label Anumana at strong strength for evaluation bookkeeping.,Anumana,Pratyaksha,False,Pratyaksha,,False,,43.74218481469347,28.748436962938694,0.2,Fixed alpha=0.20 (explicit configuration).,16,embedding_failure
Test augmentation (news analysis): synthetic vignette uid test-pad-64; intended label Anumana at strong strength for evaluation bookkeeping.,Anumana,Pratyaksha,False,Pratyaksha,,False,,53.233376558953225,30.64667531179065,0.2,Fixed alpha=0.20 (explicit configuration).,17,embedding_failure
Test augmentation (medicine): synthetic vignette uid test-pad-67; intended label Shabda at strong strength for evaluation bookkeeping.,Shabda,Pratyaksha,False,Pratyaksha,,False,,49.31975486391664,29.863950972783332,0.2,Fixed alpha=0.20 (explicit configuration).,16,embedding_failure
Test augmentation (daily life): synthetic vignette uid test-pad-68; intended label Shabda at moderate strength for evaluation bookkeeping.,Shabda,Pratyaksha,False,Pratyaksha,,False,,54.337521770893446,30.86750435417869,0.2,Fixed alpha=0.20 (explicit configuration).,17,embedding_failure
Test augmentation (public debate): synthetic vignette uid test-pad-72; intended label Shabda at weak strength for evaluation bookkeeping.,Shabda,Pratyaksha,False,Pratyaksha,,False,,45.6337505158812,29.126750103176235,0.2,Fixed alpha=0.20 (explicit configuration).,17,embedding_failure
Test augmentation (daily life): synthetic vignette uid test-pad-79; intended label Shabda at weak strength for evaluation bookkeeping.,Shabda,Pratyaksha,False,Pratyaksha,,False,,55.23448591939699,31.046897183879402,0.2,Fixed alpha=0.20 (explicit configuration).,17,embedding_failure
Test augmentation (medicine): synthetic vignette uid test-pad-86; intended label Anumana at moderate strength for evaluation bookkeeping.,Anumana,Pratyaksha,False,Pratyaksha,,False,,54.34181504669703,30.868363009339404,0.2,Fixed alpha=0.20 (explicit configuration).,16,embedding_failure
Test augmentation (medicine): synthetic vignette uid test-pad-89; intended label Anumana at weak strength for evaluation bookkeeping.,Anumana,Pratyaksha,False,Pratyaksha,,False,,54.45641805112243,30.891283610224484,0.2,Fixed alpha=0.20 (explicit configuration).,16,embedding_failure
Test augmentation (news analysis): synthetic vignette uid test-pad-91; intended label Anumana at moderate strength for evaluation bookkeeping.,Anumana,Pratyaksha,False,Pratyaksha,,False,,57.25977842649475,31.451955685298948,0.2,Fixed alpha=0.20 (explicit configuration).,17,embedding_failure
Test augmentation (technology): synthetic vignette uid test-pad-94; intended label Anumana at strong strength for evaluation bookkeeping.,Anumana,Pratyaksha,False,Pratyaksha,,False,,57.67308443702937,31.534616887405875,0.2,Fixed alpha=0.20 (explicit configuration).,16,embedding_failure
Test augmentation (technology): synthetic vignette uid test-pad-95; intended label Anumana at weak strength for evaluation bookkeeping.,Anumana,Pratyaksha,False,Pratyaksha,,False,,57.53481942395767,31.50696388479154,0.2,Fixed alpha=0.20 (explicit configuration).,16,embedding_failure
Test augmentation (public debate): synthetic vignette uid test-pad-97; intended label Shabda at weak strength for evaluation bookkeeping.,Shabda,Pratyaksha,False,Pratyaksha,,False,,45.951210461104075,29.19024209222082,0.2,Fixed alpha=0.20 (explicit configuration).,17,embedding_failure
Test augmentation (medicine): synthetic vignette uid test-pad-98; intended label Shabda at weak strength for evaluation bookkeeping.,Shabda,Pratyaksha,False,Pratyaksha,,False,,53.293661135559866,30.658732227111972,0.2,Fixed alpha=0.20 (explicit configuration).,16,embedding_failure
Test augmentation (science): synthetic vignette uid test-pad-100; intended label Anumana at moderate strength for evaluation bookkeeping.,Anumana,Pratyaksha,False,Pratyaksha,,False,,58.154550293253,31.630910058650603,0.2,Fixed alpha=0.20 (explicit configuration).,16,embedding_failure
Test augmentation (technology): synthetic vignette uid test-pad-101; intended label Shabda at strong strength for evaluation bookkeeping.,Shabda,Pratyaksha,False,Pratyaksha,,False,,48.65338196843869,29.730676393687737,0.2,Fixed alpha=0.20 (explicit configuration).,16,embedding_failure
Test augmentation (public debate): synthetic vignette uid test-pad-104; intended label Shabda at strong strength for evaluation bookkeeping.,Shabda,Pratyaksha,False,Pratyaksha,,False,,44.01931900358316,28.803863800716634,0.2,Fixed alpha=0.20 (explicit configuration).,17,embedding_failure
Test augmentation (politics): synthetic vignette uid test-pad-106; intended label Anumana at moderate strength for evaluation bookkeeping.,Anumana,Pratyaksha,False,Pratyaksha,,False,,46.27135194103993,29.25427038820799,0.2,Fixed alpha=0.20 (explicit configuration).,16,embedding_failure
Test augmentation (daily life): synthetic vignette uid test-pad-107; intended label Anumana at moderate strength for evaluation bookkeeping.,Anumana,Pratyaksha,False,Pratyaksha,,False,,63.57973512615507,32.71594702523102,0.2,Fixed alpha=0.20 (explicit configuration).,17,embedding_failure
Test augmentation (education): synthetic vignette uid test-pad-109; intended label Shabda at moderate strength for evaluation bookkeeping.,Shabda,Pratyaksha,False,Pratyaksha,,False,,43.71440487954695,28.74288097590939,0.2,Fixed alpha=0.20 (explicit configuration).,16,embedding_failure
Test augmentation (daily life): synthetic vignette uid test-pad-111; intended label Shabda at moderate strength for evaluation bookkeeping.,Shabda,Pratyaksha,False,Pratyaksha,,False,,57.17617186678557,31.43523437335712,0.2,Fixed alpha=0.20 (explicit configuration).,17,embedding_failure
